,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
198806,   6.48,   6.17,   6.20,   6.35,   4.85,   7.50,  10.53,   8.17,   5.40,   8.57,   6.89,   7.42,   6.29,   6.02,   5.75,   7.35,   6.91,   6.64,   3.98,   8.42,   4.18,   6.74,   5.35,   3.08,   3.01
198807,  -0.93,  -0.35,  -0.78,   0.91,  -1.08,  -2.55,  -2.17,  -0.17,   0.60,   1.17,  -4.25,  -2.01,  -1.52,  -0.11,  -0.28,  -3.35,  -3.48,   0.38,  -1.26,   0.27,  -0.89,  -1.06,   0.53,   0.05,   0.93
198808,  -4.11,  -2.50,  -0.98,  -1.30,  -2.08,  -3.93,  -4.02,  -2.02,  -0.40,  -1.58,  -4.17,  -2.50,  -2.13,   0.03,  -1.07,  -3.79,  -3.16,  -0.77,  -0.07,   1.37,  -2.72,  -5.24,  -2.45,  -1.41,  -3.10
198809,   1.23,   2.80,   2.87,   1.63,   2.82,   2.66,   2.55,   2.74,   2.79,   2.88,   4.00,   2.44,   2.53,   1.53,   3.25,   4.63,   1.18,   3.71,   2.20,   4.69,   5.70,   5.38,   2.08,   4.04,   3.98
198810,  -2.83,  -1.73,  -1.22,  -2.32,  -0.97,  -2.64,  -0.91,   0.52,   0.10,  -0.58,  -1.56,   0.53,   1.02,   0.84,   2.64,  -1.64,   0.95,   0.50,   1.31,   2.45,   1.84,   5.57,   1.53,   2.41,   4.34
198811,  -4.93,  -4.85,  -3.60,  -3.09,  -4.31,  -4.24,  -3.02,  -2.03,  -3.19,  -2.12,  -2.93,  -2.46,  -3.83,  -0.64,  -1.50,  -1.58,  -2.56,  -3.28,  -1.77,  -0.96,  -1.88,  -1.14,  -1.89,  -0.49,   0.34
198812,   1.81,   4.13,   3.51,   4.61,   2.62,   5.19,   4.09,   3.88,   4.96,   2.89,   4.49,   3.52,   3.56,   2.23,   2.74,   3.35,   3.02,   1.68,   1.86,  -0.81,   2.62,   2.09,   1.80,   0.50,   0.42
198901,   5.36,   5.92,   4.45,   4.24,   5.61,   3.43,   5.65,   4.59,   3.77,   7.32,   4.85,   5.51,   5.20,   4.01,   5.44,   4.72,   5.62,   5.91,   6.18,   8.25,   7.83,   6.89,   6.44,   6.39,   8.26
198902,  -1.20,   0.38,   0.66,   1.50,   1.82,   1.01,   1.92,   1.32,   0.76,   1.58,  -0.03,   0.62,   0.34,   1.20,  -0.12,  -0.24,  -0.01,  -0.90,   0.19,   1.35,  -3.09,  -2.87,  -2.53,  -1.67,  -2.58
198903,   1.27,   2.78,   4.64,   2.76,   3.05,   1.85,   2.46,   2.26,   1.69,   3.17,   2.16,   1.30,   1.57,   3.31,   2.49,  -0.40,   1.59,   2.98,   0.91,   3.22,   3.02,   0.50,   3.98,   2.74,   1.19
198904,   3.09,   3.21,   3.56,   2.40,   2.93,   4.58,   5.35,   4.83,   2.61,   5.76,   5.38,   4.63,   4.65,   4.17,   3.77,   6.38,   5.29,   4.12,   5.34,   5.31,   6.11,   5.31,   4.69,   4.44,   3.67
198905,   3.11,   5.37,   2.11,   4.03,   3.48,   4.80,   3.29,   4.32,   3.59,   3.80,   5.66,   4.74,   3.88,   4.08,   3.96,   4.50,   2.86,   3.12,   4.48,   6.16,   4.69,   3.14,   4.51,   4.34,   3.33
198906,  -3.05,  -1.61,  -2.34,   0.34,   0.56,  -4.92,  -2.02,  -0.25,  -0.66,  -1.68,  -3.32,  -1.41,  -1.30,   0.16,   2.16,  -2.22,  -1.30,   0.32,   1.96,   3.55,  -0.52,  -0.39,  -1.23,  -0.59,   0.79
198907,   2.73,   4.89,   2.21,   3.44,   1.45,   5.58,   5.18,   3.06,   3.76,   3.47,   5.43,   5.04,   3.51,   4.70,   3.80,   8.38,   8.51,   6.07,   5.93,   6.65,  11.54,   9.61,   6.62,   7.77,   6.68
198908,   2.18,  -0.24,   0.82,   2.69,   1.54,   3.68,   2.81,   3.07,   3.58,   2.70,   2.70,   2.91,   5.05,   3.21,   1.73,   3.63,   3.89,   3.03,   3.62,   1.56,  -0.08,   2.30,   3.06,   1.75,   2.79
198909,   1.24,  -0.47,  -0.55,   0.84,  -0.46,   2.30,  -0.15,   0.86,   0.64,  -0.94,   1.34,  -1.22,  -1.41,  -0.18,  -1.21,   0.18,  -2.84,  -3.27,  -0.94,   0.50,   1.10,  -0.86,   0.32,   0.64,  -0.37
198910,  -5.13,  -5.64,  -4.60,  -4.47,  -6.78,  -4.83,  -7.26,  -4.92,  -5.83,  -7.66,  -4.28,  -5.78,  -6.25,  -5.09,  -4.85,  -2.94,  -3.56,  -7.85,  -2.98,  -4.45,   0.12,  -3.55,  -2.71,  -3.29,  -0.07
198911,  -0.73,   0.22,  -0.66,  -0.05,  -1.30,   0.34,   1.67,   0.67,   1.55,  -0.89,   1.46,   1.99,   0.01,   0.78,   2.22,   2.08,   2.23,   0.59,   0.34,   0.95,   1.90,   2.47,   2.68,   1.26,   1.06
198912,  -0.79,  -0.85,  -1.02,  -0.83,  -1.66,   1.28,  -0.14,   0.69,   0.94,   0.31,  -0.08,   0.58,  -1.36,   1.72,  -0.60,   2.68,   2.10,   1.44,   1.48,   2.30,   0.68,   0.95,   4.66,   4.83,   1.05
199001,  -8.27,  -7.47,  -4.84,  -6.84,  -6.06,  -9.57,  -9.38,  -7.45,  -8.05,  -9.03,  -9.63,  -8.72,  -7.47,  -7.22,  -7.66,  -6.98,  -5.92,  -7.78,  -9.02,  -9.94,  -7.66,  -5.71,  -7.05,  -7.28,  -5.79
199002,   2.00,   2.08,   1.14,   3.39,   1.54,   3.39,   3.73,   2.99,   3.55,   2.42,   3.29,   3.27,   1.97,   1.36,   2.86,   1.66,   1.40,   1.45,   1.53,   3.50,  -0.10,   1.85,   2.37,   1.47,   2.00
199003,   4.45,   2.62,   2.23,   3.86,   1.41,   4.85,   4.59,   4.82,   3.13,   1.58,   5.30,   2.73,   2.76,   1.44,  -0.50,   3.86,   3.83,   1.90,   1.98,  -0.09,   3.93,   3.85,   0.26,   0.60,   1.04
199004,  -2.58,  -2.35,  -1.79,  -2.40,  -3.53,  -3.95,  -3.68,  -2.06,  -2.84,  -5.69,  -2.25,  -2.34,  -3.37,  -5.66,  -5.65,  -2.91,  -4.10,  -6.31,  -5.20,  -6.06,   0.41,  -1.26,  -3.90,  -4.11,  -4.22
199005,   8.11,   6.40,   5.80,   4.36,   3.42,  10.62,   8.67,   5.75,   5.56,   3.47,   9.07,   8.96,   7.10,   5.01,   6.49,  10.93,   8.58,  10.20,   7.20,   8.37,  11.58,  10.96,   7.49,   6.44,   7.88
199006,   1.12,   2.73,   2.37,   0.46,  -0.20,   0.13,   0.92,  -1.14,  -0.12,  -0.34,   2.07,   0.67,  -0.30,  -1.94,  -0.18,   0.32,  -1.86,  -1.75,  -1.60,  -0.38,   3.35,  -2.06,  -2.30,  -3.49,  -0.22
199007,  -4.71,  -4.95,  -3.06,  -3.16,  -4.59,  -5.22,  -4.44,  -4.45,  -2.31,  -4.14,  -4.45,  -1.59,  -3.53,  -4.71,  -4.78,  -2.08,  -1.80,  -3.53,  -2.28,  -2.02,  -0.96,  -1.16,   2.28,  -1.30,  -2.03
199008, -16.54, -14.51, -12.36, -11.11, -12.41, -14.61, -13.60, -12.39, -10.55, -11.40, -13.88, -13.67, -11.02,  -8.86, -10.09,  -9.82, -11.57, -10.72,  -9.16, -10.00,  -8.56, -10.35,  -6.32,  -9.47, -10.58
199009, -10.69,  -9.25,  -7.81,  -7.05,  -8.79, -10.16,  -9.71,  -8.49,  -6.81,  -7.84,  -9.39,  -7.02,  -6.49,  -8.04,  -8.36,  -5.78,  -6.47,  -9.93,  -7.02,  -7.01,  -5.14,  -4.64,  -1.86,  -6.62,  -7.41
199010,  -6.40,  -6.09,  -6.68,  -5.51,  -7.26,  -6.48,  -5.39,  -4.34,  -4.26,  -7.59,  -4.74,  -5.05,  -4.09,  -3.07,  -4.45,  -0.91,  -3.23,  -7.39,  -1.69,  -1.26,   1.61,  -1.23,  -1.45,   0.75,   0.94
199011,   3.56,   4.91,   4.57,   2.45,   1.17,  12.04,   5.87,   7.03,   7.04,   4.23,  11.07,   9.44,   7.41,   7.56,   7.63,   9.20,   8.03,  11.19,   9.14,   6.04,   6.43,   7.54,   5.91,   6.13,   4.35
199012,   0.19,  -0.17,   0.54,   2.15,   0.09,   4.48,   5.28,   4.34,   4.19,   4.61,   6.64,   3.96,   4.01,   3.67,   2.89,   4.08,   4.11,   4.56,   4.12,   3.61,   3.24,   3.54,   1.73,   2.20,   0.81
199101,   7.83,   7.09,  10.43,   8.82,  11.08,  10.29,   6.81,   7.30,   6.58,   8.62,   9.43,   8.55,   6.71,   8.04,   3.58,   8.46,   3.92,   8.43,   4.18,   5.33,   5.17,   5.43,   2.17,   5.92,   3.96
199102,  14.19,  12.29,  13.19,  12.30,  12.08,  11.94,  10.32,  10.07,   7.89,  13.91,   9.39,  11.47,   7.81,   8.64,   8.54,   8.55,   9.22,   9.05,   7.83,   5.92,   8.10,   6.73,   5.35,   6.18,   7.96
199103,  10.18,   8.76,   7.82,   6.20,   7.89,   7.78,   5.11,   5.49,   6.53,   6.60,   7.58,   2.61,   2.12,   4.87,   5.98,   4.71,   3.97,   3.24,   3.99,   3.00,   4.53,   1.98,   0.03,   1.71,   1.19
199104,   1.07,   0.94,   1.22,   0.50,   0.56,  -1.43,   0.97,   0.84,   1.50,   1.45,  -2.65,  -0.85,   3.04,   2.29,   1.70,  -0.68,   0.14,   4.01,   1.71,  -0.33,   0.03,  -0.03,   0.03,   1.32,  -0.16
199105,   2.36,   4.23,   4.56,   3.19,   3.15,   5.54,   2.94,   5.53,   3.62,   3.64,   3.58,   6.67,   4.86,   4.47,   0.20,   6.63,   2.75,   6.15,   4.24,   5.51,   3.96,   4.71,   1.96,   3.97,   6.90
199106,  -7.15,  -3.93,  -3.91,  -3.99,  -3.78,  -5.13,  -5.18,  -3.24,  -2.92,  -5.67,  -4.81,  -4.31,  -3.53,  -2.09,  -4.99,  -5.29,  -4.42,  -5.73,  -3.33,  -3.47,  -4.32,  -5.49,  -3.84,  -4.85,  -3.96
199107,   2.58,   4.13,   2.19,   3.39,   2.60,   4.33,   3.48,   3.36,   3.59,   2.41,   6.00,   4.27,   4.08,   3.15,   6.71,   5.96,   3.64,   2.25,   4.99,   7.14,   6.40,   3.00,   4.82,   4.93,  -0.95
199108,   3.82,   4.29,   2.92,   1.42,   2.73,   4.13,   3.60,   3.52,   3.52,   3.09,   5.41,   4.20,   2.46,   4.05,   6.00,   1.53,   2.70,   2.66,   3.21,   3.14,   4.33,   0.56,   2.81,   1.36,   1.58
199109,   4.32,   2.19,   0.63,  -0.13,  -1.25,   0.53,   0.81,   1.95,   1.00,  -2.02,  -0.06,  -0.45,  -0.74,   0.47,  -3.10,  -0.46,  -1.66,  -0.85,   0.04,  -1.07,  -2.17,  -1.10,  -0.98,  -0.02,  -2.94
199110,   7.03,   4.30,   1.43,   3.81,   1.47,   2.53,   1.24,   3.22,   0.62,   1.43,   2.76,   1.41,   1.13,   2.78,   3.87,   2.53,   0.40,   1.43,   2.76,   3.45,   1.40,   0.97,   2.00,   2.88,   1.27
199111,  -1.73,  -3.95,  -4.44,  -2.92,  -2.92,  -5.04,  -5.23,  -2.78,  -5.19,  -6.49,  -3.34,  -4.66,  -3.97,  -4.71,  -5.91,  -2.36,  -4.91,  -3.63,  -3.10,  -6.26,  -1.26,  -5.45,  -5.51,  -3.54,  -9.29
199112,   6.32,   4.19,   5.50,   4.04,   4.90,  11.35,   7.21,   5.42,   6.03,   8.05,  14.42,  10.90,   7.13,   9.89,  11.29,  13.28,   9.04,   9.65,   8.66,  11.01,  15.29,   8.94,   8.29,   6.81,  14.32
199201,  14.56,  15.98,   8.59,  14.20,  16.38,   8.20,   4.74,   6.22,   7.30,   9.88,   1.55,   4.48,   4.97,   5.71,   9.30,  -0.05,   2.28,   0.97,   0.57,   6.29,  -3.19,  -2.07,  -2.50,   0.24,   6.43
199202,  -0.12,   5.73,   2.79,   4.90,   9.96,   0.44,   2.69,   1.74,   4.65,   5.92,   0.24,   2.10,   3.87,   2.84,   8.34,  -0.50,   3.01,   2.81,   2.24,   4.90,   0.20,  -0.46,   1.92,   4.24,  10.86
199203,  -6.70,  -5.55,  -2.45,   0.42,  -1.25,  -8.51,  -2.01,  -1.74,  -0.40,  -1.09,  -5.24,  -2.25,  -0.29,   0.03,  -1.56,  -5.79,  -1.06,  -2.65,  -0.91,  -2.29,  -2.83,  -1.73,   0.22,  -1.44,   0.71
199204, -10.10,  -3.54,  -4.80,  -3.89,  -2.96,  -6.25,  -3.36,  -2.78,  -2.38,  -0.21,  -5.68,  -1.69,  -1.15,   0.41,   2.75,  -1.92,   0.62,   1.79,   3.64,   3.92,  -0.09,   5.47,   5.58,   2.75,  10.17
199205,  -1.56,   0.29,   0.02,  -1.33,   1.72,  -0.30,   0.50,   1.59,   1.13,   4.09,   0.04,  -0.91,   2.16,   0.69,   3.78,   0.08,   1.16,   1.41,   0.73,   0.00,   1.22,   0.29,  -0.05,   0.22,  -0.26
199206,  -9.17,  -5.53,  -5.00,  -5.14,  -4.23,  -5.49,  -5.72,  -2.40,  -3.26,  -1.08,  -4.85,  -3.79,  -2.29,  -1.44,  -0.37,  -1.97,  -4.37,  -1.44,   0.28,  -1.05,  -3.11,   0.17,  -2.23,  -0.26,   2.97
199207,   0.92,   0.93,   1.91,   2.52,   2.85,   2.67,   4.09,   3.07,   4.55,   3.18,   5.47,   4.69,   3.94,   4.88,   3.91,   5.14,   4.08,   3.67,   4.29,   2.33,   4.93,   3.62,   4.83,   3.23,  -0.33
199208,  -4.55,  -2.97,  -1.76,  -2.02,  -3.17,  -4.23,  -3.47,  -0.30,  -0.41,  -3.67,  -3.91,  -1.98,  -2.27,  -1.32,  -3.18,  -1.37,  -2.46,  -2.34,  -1.50,  -4.71,  -0.60,  -3.18,  -0.54,  -3.68,  -8.81
199209,   0.32,   1.70,   1.65,   2.12,   0.98,   1.96,   1.57,   3.72,   2.20,   2.19,   2.78,   2.91,   1.95,   0.36,   1.74,   0.49,   3.39,   1.79,   1.17,   0.43,   0.73,   3.36,   0.90,   0.07,   0.20
199210,   2.62,   1.74,   2.78,   2.24,   1.26,   4.79,   3.97,   2.52,   1.26,   2.51,   5.95,   3.54,   1.83,   2.33,   1.25,   4.92,   0.66,   1.11,   2.02,   4.89,   2.03,   1.56,  -1.77,  -1.92,  -0.14
199211,  10.48,  10.45,   7.69,   8.56,   7.82,   9.44,   8.14,   6.58,   4.51,   6.62,   9.77,   6.77,   6.17,   5.01,   4.49,   6.96,   5.02,   4.06,   2.77,   4.06,   3.70,   4.91,   0.64,   3.11,   8.52
199212,   1.46,   3.62,   4.93,   3.80,   5.12,   1.58,   2.57,   3.37,   6.24,   4.99,   3.14,   5.70,   2.34,   4.14,   4.44,   1.17,   2.28,   4.09,   4.20,   4.42,  -0.69,   3.19,   3.09,  -0.12,   2.85
199301,   2.62,   5.76,   3.89,   5.79,   8.16,  -0.70,   3.24,   4.43,   4.68,   8.08,  -2.02,   3.45,   4.77,   3.09,   4.26,   0.96,   1.53,   2.95,   2.68,   4.57,  -2.39,   0.92,   0.87,   3.29,   9.30
199302,  -7.58,  -5.09,  -2.12,  -0.49,   0.79,  -7.97,  -4.59,  -0.26,   2.70,   1.74,  -8.04,   0.31,   1.50,   0.45,   3.55,  -5.07,   1.89,   1.56,   3.12,   2.40,  -3.02,   2.28,   5.04,   4.91,   2.10
199303,   0.57,   1.70,   3.66,   2.53,   4.91,   0.97,   2.45,   3.91,   2.16,   3.80,   4.84,   3.19,   3.14,   3.10,   6.25,   2.79,   5.05,   4.00,   3.45,   1.98,   0.70,   3.55,   3.33,   0.73,   3.43
199304,  -3.96,  -4.49,  -2.92,  -2.30,  -1.25,  -3.21,  -3.15,  -1.65,  -2.41,  -4.17,  -4.36,  -2.76,  -2.93,  -1.60,  -1.44,  -5.12,  -2.37,  -1.78,  -1.89,  -1.89,  -5.96,  -2.11,  -0.34,  -1.56,   1.13
199305,   5.54,   4.40,   3.73,   3.08,   4.68,   6.94,   4.58,   3.41,   1.55,   4.16,   7.77,   6.61,   3.33,   1.90,   2.24,   6.97,   4.05,   1.90,   1.29,   2.71,   3.13,   4.38,   1.41,   1.75,  -0.51
199306,  -1.71,   0.58,   0.04,  -0.74,   2.01,  -0.36,   0.74,   0.55,   0.35,   2.31,  -0.79,   0.37,   1.68,   2.56,   0.98,   0.81,   0.59,   2.31,   1.17,   3.82,  -2.46,   0.91,   1.86,   1.78,   4.84
199307,  -1.55,  -0.44,   0.92,   2.22,   3.30,  -0.10,   0.44,   1.20,   2.86,   1.98,  -0.36,   0.09,   1.02,   2.32,  -0.50,  -2.59,   1.26,   1.14,   2.24,   0.35,  -3.48,   0.28,   0.99,   2.45,   0.60
199308,   3.89,   5.16,   3.58,   3.36,   3.13,   3.55,   5.89,   4.82,   5.37,   3.51,   4.12,   4.84,   3.56,   3.05,   2.90,   6.22,   3.38,   4.99,   3.52,   5.15,   3.70,   2.12,   4.12,   4.30,   2.36
199309,   2.41,   2.20,   3.06,   2.91,   3.34,   3.69,   3.60,   2.34,   2.27,   2.25,   4.05,   0.90,   1.25,   1.63,   0.40,   0.35,   2.19,   0.12,  -0.86,  -0.71,  -0.88,  -1.66,  -0.06,   1.25,  -3.07
199310,   5.08,   4.80,   4.61,   4.26,   4.48,   3.93,   2.10,   0.80,   1.28,   0.71,   1.95,  -1.20,   0.68,   0.05,   4.08,   3.30,   0.44,  -0.61,  -0.88,  -1.18,   4.13,   0.55,  -0.11,  -0.76,   6.06
199311,  -3.91,  -2.87,  -2.08,  -1.99,  -1.91,  -2.74,  -3.16,  -2.56,  -4.51,  -3.69,  -2.62,  -2.48,  -3.01,  -3.31,  -0.99,  -2.28,  -2.88,  -2.21,  -2.41,  -4.99,   1.47,  -1.65,  -2.97,  -3.25,   3.06
199312,   0.68,   0.80,   1.78,   1.28,   1.13,   2.20,   4.49,   4.54,   1.47,   3.87,   4.03,   6.07,   5.57,   3.50,   2.84,   4.20,   5.52,   3.80,   2.31,   3.76,   0.06,   2.30,   0.64,   1.42,   2.74
199401,   2.51,   6.35,   5.30,   5.59,   6.05,   1.39,   2.09,   1.86,   2.90,   4.91,   1.99,   1.87,   1.56,   2.11,   7.30,   2.69,   3.30,   4.04,   2.54,   2.64,   1.34,   3.82,   4.85,   3.02,   5.70
199402,  -3.20,   1.60,  -0.47,  -0.22,   0.02,  -0.38,   0.22,   0.25,  -1.74,  -1.49,  -0.85,   1.90,   0.86,  -1.87,  -1.70,  -1.00,  -0.11,  -1.51,  -2.54,  -4.72,  -1.80,  -2.01,  -3.41,  -4.91,  -5.01
199403,  -7.51,  -5.20,  -4.17,  -5.09,  -3.08,  -7.25,  -5.34,  -5.06,  -3.77,  -5.92,  -5.80,  -4.73,  -4.64,  -3.99,  -5.70,  -5.52,  -4.90,  -4.65,  -2.75,  -1.96,  -4.76,  -3.85,  -2.84,  -4.65,  -4.34
199404,  -3.74,  -0.57,  -1.47,  -0.65,   0.74,  -0.88,   0.63,   1.73,   1.39,   2.15,  -1.54,   2.29,   0.83,   0.95,   1.69,  -0.30,   0.77,   1.62,   2.31,   1.44,   1.40,  -1.06,   3.07,   1.16,   2.43
199405,  -2.32,  -2.08,  -0.36,  -0.40,  -0.51,  -2.41,  -2.36,  -1.22,   0.14,   1.10,  -2.12,  -1.56,   0.36,  -1.28,  -0.20,  -0.17,   0.24,   0.20,  -1.25,  -1.95,   1.16,   3.90,   1.83,   0.79,   0.91
199406,  -6.71,  -4.33,  -4.58,  -2.20,  -1.75,  -5.52,  -2.77,  -0.85,  -1.25,  -1.50,  -4.50,  -2.62,   0.08,  -0.98,  -1.73,  -5.18,  -2.61,  -2.19,  -1.73,  -3.93,  -2.46,  -3.08,  -2.13,  -1.81,  -3.55
199407,   0.14,  -0.05,   0.32,   0.81,   1.44,   2.66,   1.29,   2.30,   1.38,   3.57,   3.33,   2.32,   0.91,   3.10,   4.97,   2.45,   2.45,   4.11,   4.68,   5.48,   2.49,   3.63,   3.23,   4.67,   3.39
199408,   3.53,   4.92,   3.05,   3.23,   2.84,   9.18,   5.64,   3.61,   4.88,   4.60,   9.80,   4.23,   4.48,   4.45,   3.32,   8.42,   5.21,   2.61,   2.85,   4.33,   6.15,   4.76,   1.78,   3.09,   1.34
199409,   1.14,   1.45,   1.34,   2.07,   0.75,   0.12,   0.25,  -0.06,  -0.41,  -1.95,   0.73,  -1.85,  -1.64,  -1.11,  -2.18,  -0.43,  -2.48,  -2.52,  -3.47,  -2.24,  -0.67,  -3.34,  -3.71,  -2.80,  -4.41
199410,  -1.10,   1.62,   0.39,   1.14,  -0.27,   1.52,   0.34,  -0.68,  -1.60,  -3.94,   2.89,   0.30,  -0.44,  -1.17,  -1.61,   1.26,   0.38,  -0.43,  -0.26,  -0.88,   3.33,   0.58,   3.23,   3.09,   0.62
199411,  -4.35,  -3.24,  -2.92,  -2.85,  -3.53,  -2.56,  -3.76,  -4.15,  -3.43,  -5.71,  -5.77,  -4.04,  -3.79,  -4.70,  -3.59,  -3.80,  -3.67,  -4.90,  -4.25,  -4.11,  -1.73,  -4.93,  -4.44,  -3.77,  -2.81
199412,  -3.16,  -0.36,   0.08,   0.33,  -0.44,   1.66,   1.96,   2.91,   2.70,   0.50,   2.00,   1.94,   2.87,   3.71,   3.73,   1.91,   1.10,   0.95,   0.42,   1.40,   0.96,   1.83,   1.40,   0.91,   1.68
199501,   2.03,   1.79,   2.60,   2.19,   2.47,  -1.61,  -1.04,  -0.57,  -0.02,   0.30,  -1.83,  -0.82,  -1.91,   0.49,   1.33,   0.29,   1.33,   0.24,   3.76,   3.85,   2.99,   1.92,   4.02,   2.87,   2.82
199502,   2.21,   3.02,   1.97,   3.12,   3.26,   3.98,   3.05,   3.29,   5.06,   4.98,   5.97,   4.41,   5.33,   4.43,   4.59,   3.94,   5.69,   4.79,   3.90,   4.44,   3.28,   5.54,   3.82,   3.50,   3.69
199503,   1.00,   1.96,   0.59,   1.24,   0.54,   3.49,   3.11,   2.12,   2.05,   1.81,   3.64,   1.97,   1.44,   0.38,   0.94,   2.45,   4.13,   3.04,   2.23,  -0.35,   2.71,   3.99,   2.78,   2.84,   0.26
199504,   1.79,   3.25,   2.05,   2.97,   4.60,   0.22,   2.25,   3.40,   1.51,   3.82,   0.30,   1.14,   3.11,   3.11,   1.90,   0.74,   2.43,   2.74,   1.71,   2.67,   2.54,   2.49,   2.94,   3.50,   4.17
199505,   1.85,   2.21,   1.28,   1.60,   4.03,   0.86,   2.38,   1.50,   3.29,   2.11,   2.09,  -0.43,   2.28,   2.77,   2.80,   2.27,   1.04,   2.85,   4.14,   3.50,   3.73,   3.89,   3.65,   4.58,   6.78
199506,   7.81,   7.77,   5.93,   4.50,   4.97,   9.88,   3.61,   4.48,   4.34,   4.36,   6.39,   2.41,   4.67,   2.22,   2.24,   6.86,   3.05,   4.67,   1.11,   2.93,   3.86,   2.94,   0.18,   2.22,   0.62
199507,   7.16,   6.18,   5.10,   5.07,   4.84,   8.86,   5.90,   4.34,   4.99,   4.76,   8.11,   4.61,   5.05,   4.48,   4.09,   8.21,   6.54,   4.04,   4.11,   1.42,   3.43,   2.43,   4.51,   4.54,   1.84
199508,   4.18,   5.14,   4.00,   4.40,   3.72,   0.73,   1.42,   1.94,   3.77,   3.66,   0.52,   1.18,   2.06,   3.61,   3.71,   0.04,   1.50,   2.62,   1.96,   3.05,  -0.57,   1.51,  -0.29,   2.28,   2.59
199509,   3.48,   2.31,   1.99,   1.99,   2.58,   2.38,   2.19,   1.78,   1.62,  -0.08,   2.83,   0.70,   1.71,   1.67,   0.61,   3.93,   1.86,   1.16,   1.78,   3.48,   4.67,   5.52,   2.80,   5.09,   4.97
199510,  -6.08,  -6.41,  -4.55,  -2.75,  -2.60,  -7.36,  -6.61,  -5.20,  -4.52,  -5.14,  -2.60,  -3.64,  -3.63,  -3.33,  -2.05,  -1.44,  -5.56,  -1.59,  -1.39,  -0.54,   0.91,   0.28,   0.04,  -2.67,  -2.13
199511,   2.02,   1.69,   1.45,   2.29,   1.24,   5.03,   4.30,   4.64,   5.10,   4.69,   6.29,   2.97,   3.73,   5.06,   6.11,   4.38,   3.50,   4.91,   6.03,   3.49,   4.70,   3.09,   4.88,   6.13,   3.63
199512,   2.11,   3.82,   1.00,   1.51,   1.45,   2.39,   2.96,   3.32,   3.56,   3.13,   1.72,   2.28,   2.89,   1.35,   2.33,  -2.17,   0.27,   0.93,   1.59,   0.74,  -0.17,   2.78,   2.72,   1.63,   3.66
199601,   1.91,   0.42,   1.28,   0.55,   1.21,  -0.36,  -0.95,  -0.27,  -0.05,   1.74,  -2.54,   1.09,  -1.39,   2.78,  -0.02,   1.50,   2.59,   2.41,   0.92,   1.97,   3.72,   3.91,   2.76,   3.31,   3.44
199602,   3.20,   2.43,   3.00,   2.80,   3.57,   5.53,   3.75,   1.96,   2.52,   0.65,   5.97,   2.57,   3.39,   1.99,   1.50,   5.23,   1.06,   2.08,   1.36,  -2.35,   1.36,   1.19,   2.03,   0.76,   0.79
199603,   2.59,   3.94,   3.26,   2.88,   2.37,   2.34,   1.38,   2.24,   2.35,   2.90,   2.55,   2.61,   2.05,   4.18,   1.51,   1.36,   0.30,   2.06,   1.91,   1.40,   0.20,   0.07,   1.36,   3.04,   0.65
199604,   8.53,   9.46,   9.05,   5.05,   5.78,  10.74,   6.29,   3.73,   6.75,   1.78,   6.34,   3.72,   1.46,   1.43,   1.06,   6.50,   5.08,   2.88,   0.68,  -2.53,   1.55,   2.51,   0.79,   0.54,  -0.73
199605,   7.94,   6.78,   7.81,   6.19,   5.30,   6.37,   3.87,   4.04,   8.11,   2.64,   3.48,   3.16,   2.40,   0.20,   1.70,   3.03,   0.72,   0.99,   1.29,   0.13,   4.14,   2.95,   0.33,   1.87,   1.98
199606,  -7.62,  -5.79,  -4.82,  -2.83,  -2.09,  -6.58,  -3.84,  -2.09,  -3.51,  -1.04,  -8.02,  -2.08,  -0.49,  -0.21,  -0.42,  -4.29,  -2.35,  -1.21,   0.05,   2.98,   1.04,   1.08,  -0.21,  -0.81,   0.03
199607, -14.65,  -9.66,  -6.90,  -3.97,  -5.96, -15.57,  -8.79,  -6.91,  -4.95,  -6.28, -11.85,  -6.73,  -5.37,  -6.84,  -4.49,  -8.44,  -5.43,  -4.59,  -4.68,  -5.58,  -5.13,  -4.45,  -3.53,  -2.25,  -5.92
199608,   4.50,   4.77,   4.02,   3.96,   3.96,   7.63,   5.89,   3.62,   4.52,   5.30,   8.17,   6.34,   6.01,   6.22,   4.93,   5.71,   5.52,   5.40,   5.27,   3.38,   1.76,   1.53,   3.70,   2.24,   3.30
199609,   2.73,   2.61,   2.49,   3.69,   2.27,   5.77,   2.34,   2.70,   4.13,   3.59,   7.95,   4.02,   3.99,   1.60,   1.78,   5.96,   4.56,   3.70,   3.37,   3.01,   7.17,   5.67,   5.08,   2.74,   1.15
199610,  -5.99,  -1.54,   0.07,   1.24,   0.24,  -5.07,  -2.38,   1.19,   2.09,   0.71,  -6.38,  -2.89,   1.54,   1.19,  -0.03,  -3.53,   1.47,   2.34,   2.17,   3.24,   0.90,   2.67,   4.93,   4.98,   4.47
